"module name","license","repository"
"@babel/plugin-syntax-json-strings@7.8.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-json-strings"
"@babel/plugin-syntax-logical-assignment-operators@7.10.4","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-nullish-coalescing-operator@7.8.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-nullish-coalescing-operator"
"@babel/plugin-syntax-numeric-separator@7.10.4","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-object-rest-spread@7.8.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-object-rest-spread"
"@babel/plugin-syntax-optional-catch-binding@7.8.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-optional-catch-binding"
"@babel/plugin-syntax-optional-chaining@7.8.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-optional-chaining"
"@babel/plugin-syntax-top-level-await@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-typescript@7.20.0","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-typescript@7.21.4","MIT","https://github.com/babel/babel"
"@babel/template@7.20.7","MIT","https://github.com/babel/babel"
"@babel/traverse@7.20.12","MIT","https://github.com/babel/babel"
"@babel/traverse@7.21.4","MIT","https://github.com/babel/babel"
"@babel/types@7.20.7","MIT","https://github.com/babel/babel"
"@babel/types@7.21.4","MIT","https://github.com/babel/babel"
"@bcoe/v8-coverage@0.2.3","MIT","https://github.com/demurgos/v8-coverage"
"@cspotcode/source-map-support@0.8.1","MIT","https://github.com/cspotcode/node-source-map-support"
"@glennsl/rescript-jest@0.9.2","MIT","https://github.com/glennsl/rescript-jest"
"@grpc/grpc-js@1.3.8","Apache-2.0","https://github.com/grpc/grpc-node/tree/master/packages/grpc-js"
"@istanbuljs/load-nyc-config@1.1.0","ISC","https://github.com/istanbuljs/load-nyc-config"
"@istanbuljs/schema@0.1.3","MIT","https://github.com/istanbuljs/schema"
"@jest/console@27.5.1","MIT","https://github.com/facebook/jest"
"@jest/core@27.5.1","MIT","https://github.com/facebook/jest"
"@jest/environment@27.5.1","MIT","https://github.com/facebook/jest"
"@jest/fake-timers@27.5.1","MIT","https://github.com/facebook/jest"
"@jest/globals@27.5.1","MIT","https://github.com/facebook/jest"
"@jest/reporters@27.5.1","MIT","https://github.com/facebook/jest"
"@jest/source-map@27.5.1","MIT","https://github.com/facebook/jest"
"@jest/test-result@27.5.1","MIT","https://github.com/facebook/jest"
"@jest/test-sequencer@27.5.1","MIT","https://github.com/facebook/jest"
"@jest/transform@27.5.1","MIT","https://github.com/facebook/jest"
"@jest/types@25.5.0","MIT","https://github.com/facebook/jest"
"@jest/types@27.5.1","MIT","https://github.com/facebook/jest"
"@jridgewell/gen-mapping@0.1.1","MIT","https://github.com/jridgewell/gen-mapping"
"@jridgewell/gen-mapping@0.3.2","MIT","https://github.com/jridgewell/gen-mapping"
"@jridgewell/gen-mapping@0.3.3","MIT","https://github.com/jridgewell/gen-mapping"
"@jridgewell/resolve-uri@3.1.0","MIT","https://github.com/jridgewell/resolve-uri"
"@jridgewell/set-array@1.1.2","MIT","https://github.com/jridgewell/set-array"
"@jridgewell/sourcemap-codec@1.4.14","MIT","https://github.com/jridgewell/sourcemap-codec"
"@jridgewell/sourcemap-codec@1.4.15","MIT","https://github.com/jridgewell/sourcemap-codec"
"@jridgewell/trace-mapping@0.3.17","MIT","https://github.com/jridgewell/trace-mapping"
"@jridgewell/trace-mapping@0.3.18","MIT","https://github.com/jridgewell/trace-mapping"
"@jridgewell/trace-mapping@0.3.9","MIT","https://github.com/jridgewell/trace-mapping"
"@logdna/tail-file@2.2.0","MIT*","https://github.com/logdna/tail-file-node"
"@opentelemetry/api-metrics@0.32.0","Apache-2.0","https://github.com/open-telemetry/opentelemetry-js"
"@opentelemetry/api@1.3.0","Apache-2.0","https://github.com/open-telemetry/opentelemetry-js"
"@opentelemetry/context-async-hooks@1.8.0","Apache-2.0","https://github.com/open-telemetry/opentelemetry-js"
"@opentelemetry/core@1.8.0","Apache-2.0","https://github.com/open-telemetry/opentelemetry-js"
"@opentelemetry/exporter-zipkin@1.8.0","Apache-2.0","https://github.com/open-telemetry/opentelemetry-js"
"@opentelemetry/instrumentation-grpc@0.32.0","Apache-2.0","https://github.com/open-telemetry/opentelemetry-js"
"@opentelemetry/instrumentation@0.32.0","Apache-2.0","https://github.com/open-telemetry/opentelemetry-js"
"@opentelemetry/propagator-b3@1.8.0","Apache-2.0","https://github.com/open-telemetry/opentelemetry-js"
"@opentelemetry/propagator-jaeger@1.8.0","Apache-2.0","https://github.com/open-telemetry/opentelemetry-js"
"@opentelemetry/resources@1.8.0","Apache-2.0","https://github.com/open-telemetry/opentelemetry-js"
"@opentelemetry/sdk-trace-base@1.8.0","Apache-2.0","https://github.com/open-telemetry/opentelemetry-js"
"@opentelemetry/sdk-trace-node@1.8.0","Apache-2.0","https://github.com/open-telemetry/opentelemetry-js"
"@opentelemetry/semantic-conventions@1.6.0","Apache-2.0","https://github.com/open-telemetry/opentelemetry-js"
"@opentelemetry/semantic-conventions@1.8.0","Apache-2.0","https://github.com/open-telemetry/opentelemetry-js"
"@pulumi/aws@5.27.0","Apache-2.0","https://github.com/pulumi/pulumi-aws"
"@pulumi/pulumi@3.49.0","Apache-2.0","https://github.com/pulumi/pulumi"
"@pulumi/query@0.3.0","Apache-2.0","https://github.com/pulumi/pulumi-query"
"@rescript/std@10.1.4","GPL-3.0*",""
"@reventless/bs-aws-sdk@1.2.1-alpha.2","MIT","git://gitlab.com/reventless/reventless-universe"
"@reventless/bs-fast-csv@0.3.1-alpha.0","MIT","git://gitlab.com/reventless/reventless-universe"
"@reventless/bs-hash-obj@0.2.0","MIT","git://gitlab.com/reventless/reventless-universe"
"@reventless/bs-node-streams@0.2.0","MIT","git://gitlab.com/reventless/reventless-universe"
"@reventless/bs-pulumi-aws@1.2.3","MIT","git://gitlab.com/reventless/reventless-universe"
"@reventless/bs-pulumi-pulumi@1.2.0","MIT","git://gitlab.com/reventless/reventless-universe"
"@reventless/bs-ssh2@0.2.0","MIT","git://gitlab.com/reventless/reventless-universe"
"@reventless/bs-uuid@0.2.0","MIT","git://gitlab.com/reventless/reventless-universe"
"@reventless/reventless-aws@1.3.0-rescript.78","MIT","git://gitlab.com/reventless/reventless-universe"
"@reventless/reventless-spec@1.3.0-rescript.28","UNKNOWN","git://gitlab.com/reventless/reventless-universe"
"@reventless/reventless@1.3.0-rescript.69","Custom: https://serverless.com","git://gitlab.com/reventless/reventless-universe"
"@ryyppy/rescript-promise@2.1.0","MIT",""
"@sinonjs/commons@1.8.6","BSD-3-Clause","https://github.com/sinonjs/commons"
"@sinonjs/fake-timers@8.1.0","BSD-3-Clause","https://github.com/sinonjs/fake-timers"
"@tootallnate/once@1.1.2","MIT","https://github.com/TooTallNate/once"
"@tsconfig/node10@1.0.9","MIT","https://github.com/tsconfig/bases"
"@tsconfig/node12@1.0.11","MIT","https://github.com/tsconfig/bases"
"@tsconfig/node14@1.0.3","MIT","https://github.com/tsconfig/bases"
"@tsconfig/node16@1.0.3","MIT","https://github.com/tsconfig/bases"
"@types/babel__core@7.1.20","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__core@7.20.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__generator@7.6.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__template@7.4.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__traverse@7.18.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/graceful-fs@4.1.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-lib-coverage@2.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-lib-report@3.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-reports@1.1.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-reports@3.0.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@12.20.55","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@18.11.15","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@18.11.17","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@18.11.18","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@18.15.11","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/normalize-package-data@2.4.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/prettier@2.7.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/stack-utils@2.0.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/yargs-parser@21.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/yargs@15.0.15","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/yargs@16.0.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"abab@2.0.6","BSD-3-Clause","https://github.com/jsdom/abab"
"acorn-globals@6.0.0","MIT","https://github.com/ForbesLindesay/acorn-globals"
"acorn-walk@7.2.0","MIT","https://github.com/acornjs/acorn"
"acorn-walk@8.2.0","MIT","https://github.com/acornjs/acorn"
"acorn@7.4.1","MIT","https://github.com/acornjs/acorn"
"acorn@8.8.2","MIT","https://github.com/acornjs/acorn"
"agent-base@6.0.2","MIT","https://github.com/TooTallNate/node-agent-base"
"ansi-escapes@4.3.2","MIT","https://github.com/sindresorhus/ansi-escapes"
"ansi-regex@5.0.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-styles@3.2.1","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@4.3.0","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@5.2.0","MIT","https://github.com/chalk/ansi-styles"
"anymatch@3.1.3","ISC","https://github.com/micromatch/anymatch"
"arg@4.1.3","MIT","https://github.com/zeit/arg"
"argparse@1.0.10","MIT","https://github.com/nodeca/argparse"
"array.prototype.reduce@1.0.5","MIT","https://github.com/es-shims/Array.prototype.reduce"
"arrify@1.0.1","MIT","https://github.com/sindresorhus/arrify"
"asap@2.0.6","MIT","https://github.com/kriskowal/asap"
"asn1@0.2.6","MIT","https://github.com/joyent/node-asn1"
"asynckit@0.4.0","MIT","https://github.com/alexindigo/asynckit"
"available-typed-arrays@1.0.5","MIT","https://github.com/inspect-js/available-typed-arrays"
"aws-sdk@2.1274.0","Apache-2.0","https://github.com/aws/aws-sdk-js"
"aws-sdk@2.1278.0","Apache-2.0","https://github.com/aws/aws-sdk-js"
"babel-jest@27.5.1","MIT","https://github.com/facebook/jest"
"babel-plugin-istanbul@6.1.1","BSD-3-Clause","https://github.com/istanbuljs/babel-plugin-istanbul"
"babel-plugin-jest-hoist@27.5.1","MIT","https://github.com/facebook/jest"
"babel-preset-current-node-syntax@1.0.1","MIT","https://github.com/nicolo-ribaudo/babel-preset-current-node-syntax"
"babel-preset-jest@27.5.1","MIT","https://github.com/facebook/jest"
"balanced-match@1.0.0","MIT","https://github.com/juliangruber/balanced-match"
"balanced-match@1.0.2","MIT","https://github.com/juliangruber/balanced-match"
"base64-js@1.5.1","MIT","https://github.com/beatgammit/base64-js"
"bcrypt-pbkdf@1.0.2","BSD-3-Clause","https://github.com/joyent/node-bcrypt-pbkdf"
"brace-expansion@1.1.11","MIT","https://github.com/juliangruber/brace-expansion"
"braces@3.0.2","MIT","https://github.com/micromatch/braces"
"browser-process-hrtime@1.0.0","BSD-2-Clause","https://github.com/kumavis/browser-process-hrtime"
"browser-resolve@1.11.3","MIT","https://github.com/shtylman/node-browser-resolve"
"browserslist@4.21.4","MIT","https://github.com/browserslist/browserslist"
"browserslist@4.21.5","MIT","https://github.com/browserslist/browserslist"
"bs-moment@0.8.0","MIT","https://github.com/Jimexist/bs-moment"
"bs-platform@8.4.2","GPL-3.0*","https://github.com/rescript-lang/rescript-compiler"
"bser@2.1.1","Apache-2.0","https://github.com/facebook/watchman"
"buffer-from@1.1.1","MIT","https://github.com/LinusU/buffer-from"
"buffer-from@1.1.2","MIT","https://github.com/LinusU/buffer-from"
"buffer@4.9.2","MIT","https://github.com/feross/buffer"
"builtin-modules@3.0.0","MIT","https://github.com/sindresorhus/builtin-modules"
"call-bind@1.0.2","MIT","https://github.com/ljharb/call-bind"
"callsites@3.1.0","MIT","https://github.com/sindresorhus/callsites"
"camelcase@5.3.1","MIT","https://github.com/sindresorhus/camelcase"
"camelcase@6.3.0","MIT","https://github.com/sindresorhus/camelcase"
"caniuse-lite@1.0.30001442","CC-BY-4.0","https://github.com/browserslist/caniuse-lite"
"caniuse-lite@1.0.30001480","CC-BY-4.0","https://github.com/browserslist/caniuse-lite"
"chalk@2.4.2","MIT","https://github.com/chalk/chalk"
"chalk@3.0.0","MIT","https://github.com/chalk/chalk"
"chalk@4.1.2","MIT","https://github.com/chalk/chalk"
"char-regex@1.0.2","MIT","https://github.com/Richienb/char-regex"
"ci-info@3.8.0","MIT","https://github.com/watson/ci-info"
"cjs-module-lexer@1.2.2","MIT","https://github.com/guybedford/cjs-module-lexer"
"cliui@7.0.4","ISC","https://github.com/yargs/cliui"
"co@4.6.0","MIT","https://github.com/tj/co"
"collect-v8-coverage@1.0.1","MIT","https://github.com/SimenB/collect-v8-coverage"
"color-convert@1.9.3","MIT","https://github.com/Qix-/color-convert"
"color-convert@2.0.1","MIT","https://github.com/Qix-/color-convert"
"color-name@1.1.3","MIT","https://github.com/dfcreative/color-name"
"color-name@1.1.4","MIT","https://github.com/colorjs/color-name"
"combined-stream@1.0.8","MIT","https://github.com/felixge/node-combined-stream"
"concat-map@0.0.1","MIT","https://github.com/substack/node-concat-map"
"convert-source-map@1.9.0","MIT","https://github.com/thlorenz/convert-source-map"
"create-require@1.1.1","MIT","https://github.com/nuxt-contrib/create-require"
"cross-spawn@7.0.3","MIT","https://github.com/moxystudio/node-cross-spawn"
"cssom@0.3.8","MIT","https://github.com/NV/CSSOM"
"cssom@0.4.4","MIT","https://github.com/NV/CSSOM"
"cssstyle@2.3.0","MIT","https://github.com/jsdom/cssstyle"
"data-urls@2.0.0","MIT","https://github.com/jsdom/data-urls"
"debug@4.3.4","MIT","https://github.com/debug-js/debug"
"debuglog@1.0.1","MIT","https://github.com/sam-github/node-debuglog"
"decco@1.6.0","MIT","https://github.com/reasonml-labs/decco"
"decimal.js@10.4.3","MIT","https://github.com/MikeMcl/decimal.js"
"dedent@0.7.0","MIT","https://github.com/dmnd/dedent"
"deep-is@0.1.4","MIT","https://github.com/thlorenz/deep-is"
"deepmerge@4.2.2","MIT","https://github.com/TehShrike/deepmerge"
"deepmerge@4.3.1","MIT","https://github.com/TehShrike/deepmerge"
"define-properties@1.1.4","MIT","https://github.com/ljharb/define-properties"
"delayed-stream@1.0.0","MIT","https://github.com/felixge/node-delayed-stream"
"detect-newline@3.1.0","MIT","https://github.com/sindresorhus/detect-newline"
"dezalgo@1.0.4","ISC","https://github.com/npm/dezalgo"
"diff-sequences@27.5.1","MIT","https://github.com/facebook/jest"
"diff@3.5.0","BSD-3-Clause","https://github.com/kpdecker/jsdiff"
"diff@4.0.2","BSD-3-Clause","https://github.com/kpdecker/jsdiff"
"domexception@2.0.1","MIT","https://github.com/jsdom/domexception"
"electron-to-chromium@1.4.284","ISC","https://github.com/kilian/electron-to-chromium"
"electron-to-chromium@1.4.365","ISC","https://github.com/kilian/electron-to-chromium"
"emittery@0.8.1","MIT","https://github.com/sindresorhus/emittery"
"emoji-regex@8.0.0","MIT","https://github.com/mathiasbynens/emoji-regex"
"error-ex@1.3.2","MIT","https://github.com/qix-/node-error-ex"
"es-abstract@1.20.5","MIT","https://github.com/ljharb/es-abstract"
"es-array-method-boxes-properly@1.0.0","MIT","https://github.com/ljharb/es-array-method-boxes-properly"
"es-to-primitive@1.2.1","MIT","https://github.com/ljharb/es-to-primitive"
"escalade@3.1.1","MIT","https://github.com/lukeed/escalade"
"escape-string-regexp@1.0.5","MIT","https://github.com/sindresorhus/escape-string-regexp"
"escape-string-regexp@2.0.0","MIT","https://github.com/sindresorhus/escape-string-regexp"
"escodegen@2.0.0","BSD-2-Clause","https://github.com/estools/escodegen"
"esprima@4.0.1","BSD-2-Clause","https://github.com/jquery/esprima"
"estraverse@5.3.0","BSD-2-Clause","https://github.com/estools/estraverse"
"esutils@2.0.3","BSD-2-Clause","https://github.com/estools/esutils"
"events@1.1.1","MIT","https://github.com/Gozala/events"
"execa@5.1.1","MIT","https://github.com/sindresorhus/execa"
"exit@0.1.2","MIT","https://github.com/cowboy/node-exit"
"expect@27.5.1","MIT","https://github.com/facebook/jest"
"fast-csv@3.7.0","MIT","https://github.com/C2FO/fast-csv"
"fast-json-stable-stringify@2.1.0","MIT","https://github.com/epoberezkin/fast-json-stable-stringify"
"fast-levenshtein@2.0.6","MIT","https://github.com/hiddentao/fast-levenshtein"
"fb-watchman@2.0.2","Apache-2.0","https://github.com/facebook/watchman"
"fill-range@7.0.1","MIT","https://github.com/jonschlinkert/fill-range"
"find-up@4.1.0","MIT","https://github.com/sindresorhus/find-up"
"for-each@0.3.3","MIT","https://github.com/Raynos/for-each"
"form-data@3.0.1","MIT","https://github.com/form-data/form-data"
"fs.realpath@1.0.0","ISC","https://github.com/isaacs/fs.realpath"
"function-bind@1.1.1","MIT","https://github.com/Raynos/function-bind"
"function.prototype.name@1.1.5","MIT","https://github.com/es-shims/Function.prototype.name"
"functions-have-names@1.2.3","MIT","https://github.com/inspect-js/functions-have-names"
"gensync@1.0.0-beta.2","MIT","https://github.com/loganfsmyth/gensync"
"get-caller-file@2.0.5","ISC","https://github.com/stefanpenner/get-caller-file"
"get-intrinsic@1.1.3","MIT","https://github.com/ljharb/get-intrinsic"
"get-package-type@0.1.0","MIT","https://github.com/cfware/get-package-type"
"get-stream@6.0.1","MIT","https://github.com/sindresorhus/get-stream"
"get-symbol-description@1.0.0","MIT","https://github.com/inspect-js/get-symbol-description"
"glob@7.1.6","ISC","https://github.com/isaacs/node-glob"
"glob@7.2.3","ISC","https://github.com/isaacs/node-glob"
"globals@11.12.0","MIT","https://github.com/sindresorhus/globals"
"google-protobuf@3.21.2","(BSD-3-Clause AND Apache-2.0)","https://github.com/protocolbuffers/protobuf-javascript"
"gopd@1.0.1","MIT","https://github.com/ljharb/gopd"
"graceful-fs@4.2.10","ISC","https://github.com/isaacs/node-graceful-fs"
"graceful-fs@4.2.11","ISC","https://github.com/isaacs/node-graceful-fs"
"growly@1.3.0","MIT","https://github.com/theabraham/growly"
"has-bigints@1.0.2","MIT","https://github.com/ljharb/has-bigints"
"has-flag@3.0.0","MIT","https://github.com/sindresorhus/has-flag"
"has-flag@4.0.0","MIT","https://github.com/sindresorhus/has-flag"
"has-property-descriptors@1.0.0","MIT","https://github.com/inspect-js/has-property-descriptors"
"has-symbols@1.0.3","MIT","https://github.com/inspect-js/has-symbols"
"has-tostringtag@1.0.0","MIT","https://github.com/inspect-js/has-tostringtag"
"has@1.0.3","MIT","https://github.com/tarruda/has"
"hash-obj@2.0.0","MIT","https://github.com/sindresorhus/hash-obj"
"hosted-git-info@2.8.8","ISC","https://github.com/npm/hosted-git-info"
"hosted-git-info@2.8.9","ISC","https://github.com/npm/hosted-git-info"
"html-encoding-sniffer@2.0.1","MIT","https://github.com/jsdom/html-encoding-sniffer"
"html-escaper@2.0.2","MIT","https://github.com/WebReflection/html-escaper"
"http-proxy-agent@4.0.1","MIT","https://github.com/TooTallNate/node-http-proxy-agent"
"https-proxy-agent@5.0.1","MIT","https://github.com/TooTallNate/node-https-proxy-agent"
"human-signals@2.1.0","Apache-2.0","https://github.com/ehmicky/human-signals"
"iconv-lite@0.4.24","MIT","https://github.com/ashtuchkin/iconv-lite"
"ieee754@1.1.13","BSD-3-Clause","https://github.com/feross/ieee754"
"import-local@3.1.0","MIT","https://github.com/sindresorhus/import-local"
"imurmurhash@0.1.4","MIT","https://github.com/jensyt/imurmurhash-js"
"inflight@1.0.6","ISC","https://github.com/npm/inflight"
"inherits@2.0.4","ISC","https://github.com/isaacs/inherits"
"ini@2.0.0","ISC","https://github.com/isaacs/ini"
"internal-slot@1.0.4","MIT","https://github.com/ljharb/internal-slot"
"is-arguments@1.1.1","MIT","https://github.com/inspect-js/is-arguments"
"is-arrayish@0.2.1","MIT","https://github.com/qix-/node-is-arrayish"
"is-bigint@1.0.4","MIT","https://github.com/inspect-js/is-bigint"
"is-boolean-object@1.1.2","MIT","https://github.com/inspect-js/is-boolean-object"
"is-callable@1.2.7","MIT","https://github.com/inspect-js/is-callable"
"is-core-module@2.11.0","MIT","https://github.com/inspect-js/is-core-module"
"is-core-module@2.12.0","MIT","https://github.com/inspect-js/is-core-module"
"is-date-object@1.0.5","MIT","https://github.com/inspect-js/is-date-object"
"is-docker@2.2.1","MIT","https://github.com/sindresorhus/is-docker"
"is-fullwidth-code-point@3.0.0","MIT","https://github.com/sindresorhus/is-fullwidth-code-point"
"is-generator-fn@2.1.0","MIT","https://github.com/sindresorhus/is-generator-fn"
"is-generator-function@1.0.10","MIT","https://github.com/inspect-js/is-generator-function"
"is-negative-zero@2.0.2","MIT","https://github.com/inspect-js/is-negative-zero"
"is-number-object@1.0.7","MIT","https://github.com/inspect-js/is-number-object"
"is-number@7.0.0","MIT","https://github.com/jonschlinkert/is-number"
"is-obj@2.0.0","MIT","https://github.com/sindresorhus/is-obj"
"is-plain-obj@2.1.0","MIT","https://github.com/sindresorhus/is-plain-obj"
"is-potential-custom-element-name@1.0.1","MIT","https://github.com/mathiasbynens/is-potential-custom-element-name"
"is-regex@1.1.4","MIT","https://github.com/inspect-js/is-regex"
"is-shared-array-buffer@1.0.2","MIT","https://github.com/inspect-js/is-shared-array-buffer"
"is-stream@2.0.1","MIT","https://github.com/sindresorhus/is-stream"
"is-string@1.0.7","MIT","https://github.com/ljharb/is-string"
"is-symbol@1.0.4","MIT","https://github.com/inspect-js/is-symbol"
"is-typed-array@1.1.10","MIT","https://github.com/inspect-js/is-typed-array"
"is-typedarray@1.0.0","MIT","https://github.com/hughsk/is-typedarray"
"is-weakref@1.0.2","MIT","https://github.com/inspect-js/is-weakref"
"is-wsl@2.2.0","MIT","https://github.com/sindresorhus/is-wsl"
"isarray@1.0.0","MIT","https://github.com/juliangruber/isarray"
"isexe@2.0.0","ISC","https://github.com/isaacs/isexe"
"istanbul-lib-coverage@3.2.0","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"istanbul-lib-instrument@5.2.1","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"istanbul-lib-report@3.0.0","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"istanbul-lib-source-maps@4.0.1","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"istanbul-reports@3.1.5","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"jest-changed-files@27.5.1","MIT","https://github.com/facebook/jest"
"jest-circus@27.5.1","MIT","https://github.com/facebook/jest"
"jest-cli@27.5.1","MIT","https://github.com/facebook/jest"
"jest-config@27.5.1","MIT","https://github.com/facebook/jest"
"jest-diff@27.5.1","MIT","https://github.com/facebook/jest"
"jest-docblock@27.5.1","MIT","https://github.com/facebook/jest"
"jest-each@27.5.1","MIT","https://github.com/facebook/jest"
"jest-environment-jsdom@27.5.1","MIT","https://github.com/facebook/jest"
"jest-environment-node@27.5.1","MIT","https://github.com/facebook/jest"
"jest-get-type@27.5.1","MIT","https://github.com/facebook/jest"
"jest-haste-map@27.5.1","MIT","https://github.com/facebook/jest"
"jest-jasmine2@27.5.1","MIT","https://github.com/facebook/jest"
"jest-leak-detector@27.5.1","MIT","https://github.com/facebook/jest"
"jest-matcher-utils@27.5.1","MIT","https://github.com/facebook/jest"
"jest-message-util@27.5.1","MIT","https://github.com/facebook/jest"
"jest-mock@27.5.1","MIT","https://github.com/facebook/jest"
"jest-pnp-resolver@1.2.3","MIT","https://github.com/arcanis/jest-pnp-resolver"
"jest-regex-util@27.5.1","MIT","https://github.com/facebook/jest"
"jest-resolve-dependencies@27.5.1","MIT","https://github.com/facebook/jest"
"jest-resolve@25.5.1","MIT","https://github.com/facebook/jest"
"jest-resolve@27.5.1","MIT","https://github.com/facebook/jest"
"jest-runner@27.5.1","MIT","https://github.com/facebook/jest"
"jest-runtime@27.5.1","MIT","https://github.com/facebook/jest"
"jest-serializer@27.5.1","MIT","https://github.com/facebook/jest"
"jest-snapshot@27.5.1","MIT","https://github.com/facebook/jest"
"jest-util@27.5.1","MIT","https://github.com/facebook/jest"
"jest-validate@27.5.1","MIT","https://github.com/facebook/jest"
"jest-watcher@27.5.1","MIT","https://github.com/facebook/jest"
"jest-worker@27.5.1","MIT","https://github.com/facebook/jest"
"jest@27.5.1","MIT","https://github.com/facebook/jest"
"jmespath@0.16.0","Apache-2.0","https://github.com/jmespath/jmespath.js"
"js-tokens@4.0.0","MIT","https://github.com/lydell/js-tokens"
